API_Number,Well_Name,Operator,County,Date,Formation,Oil_Prod_BBL,Gas_Prod_MCF,Water_Prod_BBL,BHP_PSI,GOR,Choke_Size
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2020-08-23,Wolfcamp B,0.0,0.0,0.0,3016.0,0.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2020-09-22,Wolfcamp B,4805.65,10597.46,2809.26,2957.0,2205.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2020-10-22,Wolfcamp B,4504.37,10015.16,2645.05,2898.0,2223.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2020-11-21,Wolfcamp B,4342.5,9734.39,2561.48,2841.0,2242.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2020-12-21,Wolfcamp B,4250.91,9606.56,2518.7,2785.0,2260.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-01-20,Wolfcamp B,4135.53,9421.17,2461.28,2729.0,2278.0,64
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-02-19,Wolfcamp B,3893.09,8939.81,2327.28,2675.0,2296.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-03-21,Wolfcamp B,3834.84,8875.95,2302.61,2622.0,2315.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-04-20,Wolfcamp B,3650.27,8515.29,2201.44,2570.0,2333.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-05-20,Wolfcamp B,3578.67,8413.47,2167.72,2520.0,2351.0,64
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-06-19,Wolfcamp B,3497.64,8286.71,2127.89,2470.0,2369.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-07-19,Wolfcamp B,3349.46,7996.69,2046.6,2421.0,2387.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-08-18,Wolfcamp B,3330.79,8012.8,2044.0,2373.0,2406.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-09-17,Wolfcamp B,3166.0,7674.08,1951.25,2326.0,2424.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-10-17,Wolfcamp B,3186.73,7782.41,1972.46,2280.0,2442.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-11-16,Wolfcamp B,3023.91,7439.9,1879.68,2235.0,2460.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2021-12-16,Wolfcamp B,2890.83,7165.14,1804.6,2190.0,2479.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-01-15,Wolfcamp B,2907.91,7260.47,1822.95,2147.0,2497.0,64
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-02-14,Wolfcamp B,2788.94,7014.26,1755.75,2104.0,2515.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-03-16,Wolfcamp B,2715.36,6878.69,1716.61,2063.0,2533.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-04-15,Wolfcamp B,2754.39,7027.78,1748.57,2022.0,2551.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-05-15,Wolfcamp B,2647.6,6803.54,1687.78,1982.0,2570.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-06-14,Wolfcamp B,2528.85,6544.49,1618.77,1943.0,2588.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-07-14,Wolfcamp B,2550.3,6646.46,1639.24,1904.0,2606.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-08-13,Wolfcamp B,2478.86,6505.48,1599.89,1867.0,2624.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-09-12,Wolfcamp B,2377.88,6283.79,1541.0,1830.0,2643.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-10-12,Wolfcamp B,2419.06,6436.71,1574.09,1793.0,2661.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-11-11,Wolfcamp B,2335.25,6256.27,1525.73,1758.0,2679.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2022-12-11,Wolfcamp B,2292.2,6182.69,1503.66,1723.0,2697.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-01-10,Wolfcamp B,2199.24,5972.05,1448.5,1689.0,2716.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-02-09,Wolfcamp B,2189.31,5984.98,1447.75,1655.0,2734.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-03-11,Wolfcamp B,2153.16,5925.41,1429.55,1623.0,2752.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-04-10,Wolfcamp B,2124.11,5884.17,1415.88,1591.0,2770.0,48
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-05-10,Wolfcamp B,2100.77,5857.78,1405.87,1559.0,2788.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-06-09,Wolfcamp B,2080.28,5838.57,1397.66,1528.0,2807.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-07-09,Wolfcamp B,1966.72,5555.69,1326.57,1498.0,2825.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-08-08,Wolfcamp B,1930.93,5489.77,1307.53,1468.0,2843.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-09-07,Wolfcamp B,1918.88,5490.49,1304.45,1439.0,2861.0,32
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-10-07,Wolfcamp B,1882.48,5420.66,1284.69,1411.0,2880.0,24
42-116-83171,EDDY_UNIT_324H,Occidental,Eddy,2023-11-06,Wolfcamp B,1831.04,5305.89,1254.42,1383.0,2898.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-01-01,Avalon Shale,30827.15,97264.64,10080.88,4500.0,3155.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-01-31,Avalon Shale,23882.77,76107.55,7849.03,4411.0,3187.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-03-02,Avalon Shale,19575.08,62997.81,6465.32,4324.0,3218.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-04-01,Avalon Shale,17182.35,55839.5,5703.14,4238.0,3250.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-05-01,Avalon Shale,14879.52,48825.19,4963.11,4154.0,3281.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-05-31,Avalon Shale,13342.8,44203.62,4472.35,4072.0,3313.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-06-30,Avalon Shale,11661.19,39000.52,3927.76,3991.0,3344.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-07-30,Avalon Shale,10874.78,36713.51,3680.66,3912.0,3376.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-08-29,Avalon Shale,10046.83,34235.34,3416.86,3835.0,3408.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-09-28,Avalon Shale,9315.04,32035.62,3183.22,3759.0,3439.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-10-28,Avalon Shale,8529.2,29602.1,2928.62,3684.0,3471.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-11-27,Avalon Shale,8122.55,28447.03,2802.27,3611.0,3502.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2019-12-27,Avalon Shale,7782.15,27500.42,2697.56,3540.0,3534.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-01-26,Avalon Shale,7427.74,26482.36,2586.85,3470.0,3565.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-02-25,Avalon Shale,7020.25,25251.02,2456.41,3401.0,3597.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-03-26,Avalon Shale,6639.24,24090.07,2333.95,3334.0,3628.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-04-25,Avalon Shale,6185.95,22640.5,2184.72,3268.0,3660.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-05-25,Avalon Shale,5921.97,21861.17,2101.17,3203.0,3692.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-06-24,Avalon Shale,5692.63,21194.16,2029.1,3140.0,3723.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-07-24,Avalon Shale,5456.9,20488.7,1954.0,3077.0,3755.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-08-23,Avalon Shale,5296.54,20053.74,1905.24,3016.0,3786.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-09-22,Avalon Shale,5088.68,19427.29,1838.79,2957.0,3818.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-10-22,Avalon Shale,5072.14,19524.18,1841.11,2898.0,3849.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-11-21,Avalon Shale,4742.86,18406.31,1729.34,2841.0,3881.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2020-12-21,Avalon Shale,4765.41,18644.21,1745.35,2785.0,3912.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-01-20,Avalon Shale,4486.6,17694.95,1650.57,2729.0,3944.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-02-19,Avalon Shale,4456.9,17718.41,1646.93,2675.0,3976.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-03-21,Avalon Shale,4279.49,17148.14,1588.37,2622.0,4007.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-04-20,Avalon Shale,4181.43,16887.17,1558.82,2570.0,4039.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-05-20,Avalon Shale,4129.35,16807.12,1546.15,2520.0,4070.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-06-19,Avalon Shale,3900.28,15997.84,1466.76,2470.0,4102.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-07-19,Avalon Shale,3918.18,16194.88,1479.9,2421.0,4133.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-08-18,Avalon Shale,3712.95,15463.73,1408.45,2373.0,4165.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-09-17,Avalon Shale,3732.38,15662.44,1421.93,2326.0,4196.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-10-17,Avalon Shale,3634.59,15366.74,1390.61,2280.0,4228.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-11-16,Avalon Shale,3556.79,15150.02,1366.66,2235.0,4259.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2021-12-16,Avalon Shale,3453.49,14818.99,1332.62,2190.0,4291.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-01-15,Avalon Shale,3374.62,14587.03,1307.7,2147.0,4323.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-02-14,Avalon Shale,3336.93,14529.4,1298.55,2104.0,4354.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-03-16,Avalon Shale,3204.87,14055.5,1252.4,2063.0,4386.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-04-15,Avalon Shale,3064.29,13535.66,1202.47,2022.0,4417.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-05-15,Avalon Shale,3141.91,13977.65,1238.07,1982.0,4449.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-06-14,Avalon Shale,3028.08,13566.8,1198.17,1943.0,4480.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-07-14,Avalon Shale,2976.99,13431.83,1182.82,1904.0,4512.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-08-13,Avalon Shale,2915.15,13244.8,1163.02,1867.0,4543.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-09-12,Avalon Shale,2794.96,12786.9,1119.64,1830.0,4575.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-10-12,Avalon Shale,2807.98,12935.04,1129.44,1793.0,4607.0,48
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-11-11,Avalon Shale,2746.75,12739.68,1109.31,1758.0,4638.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2022-12-11,Avalon Shale,2700.15,12608.71,1094.9,1723.0,4670.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-01-10,Avalon Shale,2613.47,12286.44,1064.03,1689.0,4701.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-02-09,Avalon Shale,2573.57,12180.04,1051.99,1655.0,4733.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-03-11,Avalon Shale,2639.62,12575.95,1083.31,1623.0,4764.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-04-10,Avalon Shale,2492.72,11954.7,1027.09,1591.0,4796.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-05-10,Avalon Shale,2479.15,11967.85,1025.55,1559.0,4827.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-06-09,Avalon Shale,2413.17,11725.49,1002.21,1528.0,4859.0,64
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-07-09,Avalon Shale,2377.96,11629.41,991.47,1498.0,4891.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-08-08,Avalon Shale,2363.0,11630.79,989.1,1468.0,4922.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-09-07,Avalon Shale,2352.8,11654.85,988.68,1439.0,4954.0,32
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-10-07,Avalon Shale,2286.66,11399.36,964.62,1411.0,4985.0,24
42-219-22593,LOVING_UNIT_325H,AstraCore,Loving,2023-11-06,Avalon Shale,2274.47,11410.35,963.2,1383.0,5017.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-01-01,Bone Spring,66123.44,251525.28,15407.41,4500.0,3804.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-01-31,Bone Spring,55421.81,212925.79,12978.39,4411.0,3842.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-03-02,Bone Spring,51186.75,198602.14,12046.28,4324.0,3880.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-04-01,Bone Spring,44501.73,174357.38,10524.88,4238.0,3918.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-05-01,Bone Spring,41051.43,162400.68,9756.69,4154.0,3956.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-05-31,Bone Spring,36829.25,147098.55,8796.12,4072.0,3994.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-06-30,Bone Spring,34381.86,138631.34,8251.65,3991.0,4032.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-07-30,Bone Spring,31906.67,129864.8,7694.78,3912.0,4070.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-08-29,Bone Spring,29128.81,119666.53,7058.79,3835.0,4108.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-09-28,Bone Spring,28438.75,117913.4,6924.7,3759.0,4146.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-10-28,Bone Spring,26184.29,109561.94,6406.26,3684.0,4184.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-11-27,Bone Spring,24786.69,104656.88,6093.2,3611.0,4222.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2019-12-27,Bone Spring,23139.43,98581.84,5715.22,3540.0,4260.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-01-26,Bone Spring,21684.35,93207.53,5381.09,3470.0,4298.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-02-25,Bone Spring,20654.52,89566.6,5149.59,3401.0,4336.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-03-26,Bone Spring,19488.82,85252.98,4881.67,3334.0,4374.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-04-25,Bone Spring,19361.89,85434.23,4872.43,3268.0,4412.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-05-25,Bone Spring,18517.28,82411.76,4681.46,3203.0,4451.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-06-24,Bone Spring,17545.74,78755.33,4456.28,3140.0,4489.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-07-24,Bone Spring,16912.22,76555.05,4315.08,3077.0,4527.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-08-23,Bone Spring,16247.54,74164.31,4164.42,3016.0,4565.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-09-22,Bone Spring,15347.23,70638.5,3951.54,2957.0,4603.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-10-22,Bone Spring,15131.61,70221.69,3913.65,2898.0,4641.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-11-21,Bone Spring,14430.67,67517.75,3749.17,2841.0,4679.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2020-12-21,Bone Spring,14141.01,66700.36,3690.39,2785.0,4717.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-01-20,Bone Spring,13107.6,62324.6,3435.97,2729.0,4755.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-02-19,Bone Spring,12942.06,62029.78,3407.66,2675.0,4793.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-03-21,Bone Spring,12586.67,60805.22,3328.75,2622.0,4831.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-04-20,Bone Spring,12176.32,59286.03,3234.41,2570.0,4869.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-05-20,Bone Spring,11980.27,58787.15,3196.29,2520.0,4907.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-06-19,Bone Spring,11540.8,57069.66,3092.49,2470.0,4945.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-07-19,Bone Spring,11364.67,56630.99,3058.53,2421.0,4983.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-08-18,Bone Spring,10584.06,53143.76,2860.78,2373.0,5021.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-09-17,Bone Spring,10413.43,52683.15,2826.79,2326.0,5059.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-10-17,Bone Spring,10316.64,52585.9,2812.54,2280.0,5097.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-11-16,Bone Spring,10161.65,52182.43,2782.12,2235.0,5135.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2021-12-16,Bone Spring,9936.39,51403.63,2732.03,2190.0,5173.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-01-15,Bone Spring,9740.31,50759.75,2689.46,2147.0,5211.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-02-14,Bone Spring,9285.55,48743.1,2574.71,2104.0,5249.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-03-16,Bone Spring,9259.94,48960.85,2578.4,2063.0,5287.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-04-15,Bone Spring,8649.62,46062.92,2418.54,2022.0,5325.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-05-15,Bone Spring,8731.7,46832.14,2451.66,1982.0,5363.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-06-14,Bone Spring,8525.63,46051.21,2403.73,1943.0,5402.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-07-14,Bone Spring,8449.05,45958.93,2391.98,1904.0,5440.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-08-13,Bone Spring,7969.87,43655.62,2265.61,1867.0,5478.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-09-12,Bone Spring,8063.8,44476.85,2301.71,1830.0,5516.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-10-12,Bone Spring,7640.57,42433.1,2189.8,1793.0,5554.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-11-11,Bone Spring,7453.56,41678.02,2144.89,1758.0,5592.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2022-12-11,Bone Spring,7592.17,42741.9,2193.62,1723.0,5630.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-01-10,Bone Spring,7327.32,41529.59,2125.63,1689.0,5668.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-02-09,Bone Spring,7186.16,41002.86,2093.06,1655.0,5706.0,32
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-03-11,Bone Spring,7141.01,41016.87,2088.22,1623.0,5744.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-04-10,Bone Spring,6871.41,39729.76,2017.39,1591.0,5782.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-05-10,Bone Spring,6712.91,39068.68,1978.68,1559.0,5820.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-06-09,Bone Spring,6622.96,38797.1,1959.88,1528.0,5858.0,24
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-07-09,Bone Spring,6635.95,39125.6,1971.46,1498.0,5896.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-08-08,Bone Spring,6298.75,37377.07,1878.62,1468.0,5934.0,64
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-09-07,Bone Spring,6396.56,38200.81,1915.24,1439.0,5972.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-10-07,Bone Spring,6103.63,36683.56,1834.64,1411.0,6010.0,48
42-211-25894,LOVING_UNIT_326H,Chevron,Loving,2023-11-06,Bone Spring,6105.06,36924.36,1842.19,1383.0,6048.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-01-01,Wolfcamp B,62793.09,198895.22,30680.61,4500.0,3167.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-01-31,Wolfcamp B,55870.27,178737.08,27434.62,4411.0,3199.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-03-02,Wolfcamp B,48595.44,157003.08,23981.1,4324.0,3231.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-04-01,Wolfcamp B,42995.45,140272.39,21322.63,4238.0,3262.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-05-01,Wolfcamp B,38780.54,127749.65,19327.08,4154.0,3294.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-05-31,Wolfcamp B,35064.81,116620.06,17560.93,4072.0,3326.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-06-30,Wolfcamp B,33503.28,112487.88,16860.74,3991.0,3358.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-07-30,Wolfcamp B,30237.29,102480.0,15290.98,3912.0,3389.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-08-29,Wolfcamp B,28754.98,98366.99,14611.63,3835.0,3421.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-09-28,Wolfcamp B,26107.01,90135.56,13329.86,3759.0,3453.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-10-28,Wolfcamp B,25503.45,88859.55,13083.99,3684.0,3484.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-11-27,Wolfcamp B,24109.79,84767.4,12427.91,3611.0,3516.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2019-12-27,Wolfcamp B,22653.19,80363.69,11732.41,3540.0,3548.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-01-26,Wolfcamp B,20963.03,75031.74,10908.27,3470.0,3579.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-02-25,Wolfcamp B,19910.12,71893.77,10409.02,3401.0,3611.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-03-26,Wolfcamp B,18928.6,68949.13,9942.12,3334.0,3643.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-04-25,Wolfcamp B,18692.89,68682.65,9863.99,3268.0,3674.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-05-25,Wolfcamp B,17591.32,65192.38,9325.68,3203.0,3706.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-06-24,Wolfcamp B,16692.62,62390.59,8890.03,3140.0,3738.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-07-24,Wolfcamp B,16422.67,61901.8,8786.38,3077.0,3769.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-08-23,Wolfcamp B,16091.13,61161.8,8648.31,3016.0,3801.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-09-22,Wolfcamp B,15619.23,59862.87,8432.85,2957.0,3833.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-10-22,Wolfcamp B,14849.82,57384.35,8053.72,2898.0,3864.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-11-21,Wolfcamp B,14222.12,55409.22,7748.03,2841.0,3896.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2020-12-21,Wolfcamp B,13659.67,53650.57,7474.98,2785.0,3928.0,48
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-01-20,Wolfcamp B,13427.71,53164.84,7380.86,2729.0,3959.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-02-19,Wolfcamp B,13232.42,52810.76,7305.84,2675.0,3991.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-03-21,Wolfcamp B,12927.6,52003.69,7169.12,2622.0,4023.0,32
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-04-20,Wolfcamp B,12397.41,50263.59,6905.39,2570.0,4054.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-05-20,Wolfcamp B,11949.7,48826.92,6685.21,2520.0,4086.0,24
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-06-19,Wolfcamp B,11892.21,48968.67,6682.09,2470.0,4118.0,64
42-119-71958,MIDLAND_UNIT_327H,ExxonMobil,Midland,2021-07-19,Wolfcamp B,11146.48,46251.05,6290.31,2421.0,4149.0,48
